reference,title,description,price_preview,created_at,city,spec_Carte graphique,spec_Etat,spec_Marque,spec_Processeur,spec_RAM,spec_Reférence carte graphique dédiée,spec_Reférence carte graphique integrée,spec_Taille du disque,spec_Taille écran,spec_Type disque
,MACBOOK PRO 2015 i7 16GO 512SSD R9,"MacBook Pro ""Core i7"" 2.5 15 pouces (Dual Graphics / Force Touch - Écran Retina de la mi-2015) comprend un processeur 22 nm ""Haswell / Crystalwell"" à 2,5 GHz Intel ""Core i7"" (4870HQ), avec quatre cœurs de processeur indépendants ""sur une seule puce de silicium, un cache partagé de niveau 3 de 6 Mo, 16 Go de mémoire SDRAM DDR3L intégrée de 1 600 MHz (qui ne peut pas être mise à niveau ultérieurement), 512 Go de stockage flash basé sur PCIe et deux processeurs graphiques - un processeur AMD Radeon R9 M370X avec 2 Go de mémoire GDDR5 dédiée et un processeur graphique intégré Intel Iris 5200 Pro avec 128 Mo de mémoire DRAM intégrée ""Crystalwell"" (et mémoire système partagée). Il intègre également une webcam FaceTime HD 720p intégrée et un écran large ""Retina"" rétro-éclairé par LED de 15,4 pouces haute résolution de 2 880 x 1 800 (220 ppp). Il ne possède pas de boîtier interne. lecteur optique.

La connectivité inclut Wi-Fi 802.11ac, Bluetooth 4.0, deux ports USB 3.0, deux ports ""Thunderbolt 2"", un port HDMI, un port entrée / sortie audio et un logement pour carte SDXC.",185000,2019-09-30T10:16:16.000Z,Bab ezzouar,Dédiée,Bon état,Apple,Intel Core i7-4870HQ @ 2.50GHz,16 GO,Radeon R9 M370X,,512GO,"15""",SSD
,"DELL LATITUDE 5400 i5-8350U 8GB 256 SSD ECRAN 14""FHD","*DELL LATITUDE 5400
*i5-8350U 
*8GB  256GB SSD
*ECRAN 13.""FHD
*PRIX 57000  DA
*FACTURATION POUR LES Entreprise DISPONIBLE
*LIVRAISON 58 WILAYA 
* BEINVENUE👍",57000,2025-07-15T09:45:57.000Z,Bab ezzouar,,Etat neuf,,,,,,,,
,Laptop acer ASPIRE ,,50000,2025-05-15T15:13:13.000Z,Sidi okba,Intégrée,Etat neuf,Acer,i-3 10 gen,8 GO,,,,,SSD
A1932,Vente Laptop macbook air 2018 bypass,"
Laptop MACBOOK AIR 2018 BYPASS ####
Cpu i5
Ram 8g
Ssd 256
Ecran 14
Graphic intel UHD 1.5 G
battery +3h
Color gris 
Sans Chargeur 
بدون شارجار
الجهاز بدون شاحن",45000,2025-06-03T13:28:46.000Z,Alger centre,Dédiée,Bon état,Macbook air,i5,8 GO,,,256GO,"14"" ",SSD
DELL LATITUDE 5510,"DELL LATITUDE 5510 I5 10th 16 GB 256 GB SSD FHD 15""","Disponible chez TRETEC INFORMATIQUE Magasin de service , vente et dépannage de matériel informatique -BAB EZZOUAR-
ORDINATEUR PORTABLE Importé d’Europe ""Caba"" Très Haute Qualité et Bonne Prix Avec **GARANTIE**
------------------------------------------
• FOURNIR AVEC CHARGEUR ORIGINAL
• LIVRAISON A DOMICILE
• GARANTIE 02 MOIS + SERVICE APRES VENTE
------------------------------------
• PRODUIT : ORDINATEUR PORTABLE
• MARQUE : DELL
• MODELE : LATITUDE 5510
-------------------------------------
CARACTERISTIQUE :
• PROCESSEUR : Intel® Core™ i5-10310U ""10th Génération"" 8M Cache, up to 4.40 GHz
• MEMOIRE : 16 GB
• STOCKAGE : 256 GB SSD
• ECRAN : 15"" FULL HD (1920 X 1080)
• CARTE GRAPHIQUE INTIGREE : Intel® UHD Graphics
• CLAVIER LUMINEUX
• INTERFACES : USB 3.0 / USB TYPE C / HDMI
• WIFI + BLEUTHOOT + WEB CAM
• SYSTEM D’EXPLOITATION : WINDOWS ORIGINAL


PRIX : 82 000,00 DZD


*** Note : POSSIBILITÉ DE FACTURATION POUR LES ENTREPRISES ***
----------------------------------
•Contact : 0559425599-023842862
• Email : contact@tretec-dz.com
• Page Facebook : www.facebook.com/tretec.dz
• SITE Web : www.tretec-dz.com
• https://maps.app.goo.gl/YtG9YiR813uLCYCbA",82000,2025-01-05T13:18:56.000Z,Bab ezzouar,Intégrée,Bon état,DELL,I5 10310U,16 GO,,INTEL UHD GRAPHICS,256GO,"15"" ",SSD
DELL Latitude 5340,"LAPTOP DELL Latitude 5340, I5-1345U, 16GB 256GB SSD, 13.3"" TACTILE","LAPTOP DELL Latitude 5340

Intel® Core™ i5-1345U Processor, 12M Cache, up to 4.70 GHz, 10 CORES

16GB RAM
256GB SSD

ECRAN 13.3"" FHD TACTILE 

**Prix** : 95 000da

Livraison à domicile disponible 58 wilaya Paiement à la Livraison",95000,2025-07-28T15:48:43.000Z,Bab ezzouar,Intégrée,Etat neuf,DELL,Intel® Core™ i5-1345U Processor,16 GO,,Intel® Iris® Xe Graphics eligible,256GO,"13"" ",SSD
ACER NITRO 5,ACER NITRO 5 I7 11800H NVIDIA RTX 3060 16GB RAM 512GB SSD ECRAN 144HZ ,"Salam disponible chez PC CABA DZ UN LAPTOP GAMER ACER NITRO 5 ETAT  COMME NEUF  la config est la suivante :

➡INTEL CORE I7 11800H 11ÉME GÉNÉRATION  8 COEUR JUSQU'À 4.60GHz BOOST 

➡16GB DE RAM DDR4 3200MHZ 

➡512GB SSD NVME 

➡DOUBLE CARTE GRAPHIQUE INTEL UHD GRAPHICS + NVIDIA GEFORCE RTX 3060 AVEC 6GB DE MÉMOIRE DÉDIÉE GDDR6 

➡ECRAN 15.6 POUCES FULL HD  ANTIREFLET 144Hz 

➡BONNE AUTONOMIE DE BATTERIE  

➡CLAVIER RGB 

➡FOURNIE AVEC CHARGEUR ORIGINAL 

➡PRIX : 185 000 DA 

➡LIVRAISON DISPONIBLE POUR TOUTES LES WILAYAS",185000,2025-08-09T15:29:33.000Z,Bab ezzouar,Integrée + Dédiée,Etat neuf,ACER,INTEL CORE I7 11800H,16 GO,NVIDIA RTX 3060 6GB GDDR6,INTEL UHD GRAPHICS,512GO,"15"" ",SSD
,Dell Latitude 3410 i5-6Th ,"
➡️VENTE EN MAGASIN AVEC GARANTIE ET FACTURE بيع في المحل  بالفاتورة و الضمان 
➡️LIVRAISON EXPRESS 58 Wilayas / ‎توصيل سريع 58  ولاية

‏➡️‎(حتى يوصلك باش تخلص (يد بيد 

➡️VENTE DETAIL ET GROS/بيع بالجملة و التجزئة 
 ‎
المحل في باب الواد فوق مستشفى مايو أدخل عل اليسار⬅️ زيد 30مترً دور علي اليمين ➡️ي 
منً بازيطا أحبط مع الجواج⬇️
⏺Page facebook : Magasin Fouad Phone
⏺Page instagram : fouadphone16

رقم تبديل الهواتف: 0540448750☎️",36000,2025-07-26T13:38:11.000Z,Bab el oued,Intégrée,Bon état,,Intel core i5,8 GO,,,256GO,"125"" ",SSD
,LENOVO L14 RYZEN 5 PRO 5675U 16GB 512GB SSD 14 FHD RADEON,"Salam voilà j'ai un LENOVO poduit européen marche sans aucun probleme en très très bon état avec son chargeur original 


Caractéristique : 

1- Processeur : RYZEN 5 PRO 5675U
2-Ram : 16GB DDR4
3-Stockage : 512GB SSD
4-carte graphique : RADEON GRAPHIQUE 
5- Écrans : 14 FULL HD 
6-Systeme : windows 
7-Baterrie : 6H ",68000,2025-04-29T13:26:00.000Z,Birkhadem,,Etat neuf,LENOVO,RYZEN 5 PRO 5675U,16 GO,,RADEON GRAPHIQUE,512GO,"14"" ",SSD
Latitude 3420,"Dell Latitude 3420 i5 1135G4 11eme 8GB DDR4 256GB SSD NVME 14"" FULL HD IPS ","⚜️Dell Latitude 3420 i5 11eme 8/256⚜️ 
Laptop Professionnel en bon état venu d'Europe 🇪🇺

CARACTÉRISTIQUES 💻
☑️Intel Core i5-1135G4 11eme Gen 
☑️8GB DDR4 3200MHz
☑️256GB SSD NVMe
☑️Écran 14""  FULL HD IPS SlimEdge  
☑️Clavier Lumineux 
☑️Carte graphique intel Iris Xe Graphics 
☑️ Windows 11 Pro Original 
☑️Chargeur Original  
☑️Batterie ~5h 🔋
☑️État 10/10

💰Prix: ** VENDU **
=---=---=--=---=---=---=---=---=---=
🔸Livraison 58 Wilayas 📦🚚
#photos_réelles
🔸Veuillez nous contacter pour toutes informations ou commande.
Num & WhatsApp 📱: 
0558 - 08 - 21 - 55
=---=---=--=---=---=---=---=---=---=
🔸Rejoignez nous sur Facebook: TOP LAPTOP
🔸Ou instagram : 
@
---
#toplaptop
#newlaptop #gaming #surface #book #microsoft #top #laptop #pc #algeria #computer #thinkpad #elitebook #hp #acer #dell #lenovo",,2024-08-28T09:33:19.000Z,Ouled fayet,Intégrée,Etat neuf,Dell,Intel Core i5-1135G7 11th Gen,8 GO,,Intel Iris Xe Graphics,256GO,"14"" ",SSD
APPLE MACBOOK AIR 2017 ,"APPLE MACBOOK AIR 2017 I5 8GB 256GB SSD 13""","Disponible chez TRETEC INFORMATIQUE Magasin de service , vente et dépannage de matériel informatique -BAB EZZOUAR-
ORDINATEUR PORTABLE Importé d’Europe ""Caba"" Très Haute Qualité et Bonne Prix Avec **GARANTIE**
------------------------------------------
• FOURNIR AVEC CHARGEUR ORIGINAL
• LIVRAISON A DOMICILE
• GARANTIE 02 MOIS + SERVICE APRES VENTE
------------------------------------
• PRODUIT : ORDINATEUR PORTABLE
• MARQUE : APPLE
• MODELE : MACBOOK AIR 2017
-------------------------------------
CARACTERISTIQUE :
• PROCESSEUR : Intel® Core™ i5
• MEMOIRE : 8 GB
• STOCKAGE : 256 GB SSD
• ECRAN : 13.3"" (1440 X 900)
• CARTE GRAPHIQUE INTIGREE : Intel® HD Graphics 6000
• INTERFACES : 2 X USB 3.0 / 1 X MINI DISPLAY
• WIFI + BLEUTHOOT + WEB CAM
• SYSTEM D’EXPLOITATION : macOS
Disponible chez TRETEC INFORMATIQUE Magasin de service , vente et dépannage de matériel informatique -BAB EZZOUAR-
ORDINATEUR PORTABLE Importé d’Europe ""Caba"" Très Haute Qualité et Bonne Prix Avec **GARANTIE**
------------------------------------------
• FOURNIR AVEC CHARGEUR ORIGINAL
• LIVRAISON A DOMICILE
• GARANTIE 02 MOIS + SERVICE APRES VENTE
------------------------------------
• PRODUIT : ORDINATEUR PORTABLE
• MARQUE : APPLE
• MODELE : MACBOOK AIR 2017
-------------------------------------
CARACTERISTIQUE :
• PROCESSEUR : Intel® Core™ i5
• MEMOIRE : 8 GB
• STOCKAGE : 256 GB SSD
• ECRAN : 13.3"" (1440 X 900)
• CARTE GRAPHIQUE INTIGREE : Intel® HD Graphics 6000
• CLAVIER LUMINEUX
• INTERFACES : 2 X USB 3.0 / 1 X MINI DISPLAY
• WIFI + BLEUTHOOT + WEB CAM
• SYSTEM D’EXPLOITATION : macOS


PRIX : 53 000,00 DZD


*** Note : POSSIBILITÉ DE FACTURATION POUR LES ENTREPRISES ***
--------------------------------
•Contact : 0559425599
• Email : contact@tretec-dz.com
• Page Facebook : www.facebook.com/tretec.dz
• SITE Web : www.tretec-dz.com
• https://maps.app.goo.gl/YtG9YiR813uLCYCbA",53000,2024-09-10T12:33:47.000Z,Bab ezzouar,Intégrée,Bon état,APPLE,I5,8 GO,,Intel® HD Graphics 6000,256GO,"13"" ",SSD
dell 5490,dell latitude 5490 I5 8250U 8ram 256 GB SSD,"Dell latitude 5490  💻
🔹Ecran: 14 Pouces 
🔹CPU: i5 ( 8th generation)
🔹RAM : 8 Gb DDR4
🔹SSD : 256 gb ssd 
🔹Laptop utilisée bon état 9/10
🔹chargeur original🔌 🔹Livraison gratuite 🚚
🔹Avec garentie
🔹Prix: 48000 Da 💵",48000,2025-03-12T16:41:10.000Z,Setif,Intégrée,Bon état,dell,I5 8250U,8 GO,,,256GO,"14"" ",SSD
LENOVO THINKPAD T14P,"LENOVO THINKPAD T14P I9 13th 32 GB 1TB SSD  14"" 2K","Disponible chez TRETEC INFORMATIQUE Magasin de service , vente et dépannage de matériel informatique -BAB EZZOUAR-
ORDINATEUR PORTABLE Importé d’Europe ""Caba"" Très Haute Qualité et Bonne Prix Avec **GARANTIE**
------------------------------------------
• FOURNIR AVEC CHARGEUR ORIGINAL
• LIVRAISON A DOMICILE
• GARANTIE 02 MOIS + SERVICE APRES VENTE
------------------------------------
• PRODUIT : ORDINATEUR PORTABLE
• MARQUE : LENOVO
• MODELE : THINKPAD T14P
-------------------------------------
CARACTERISTIQUE :
• PROCESSEUR : Intel® Core™ i9-13900H ""13th Génération"" 24M Cache, up to 5.40 GHz
• MEMOIRE : 32GB
• STOCKAGE : 1TB SSD
• ECRAN : 14"" 2K
• CARTE GRAPHIQUE INTIGREE : Intel® IRIS XE Graphique
• INTERFACES : 2 X USB 3.0 / 2 X USB TYPE C / 1 X HDMI
• WIFI + BLEUTHOOT + WEB CAM
• SYSTEM D’EXPLOITATION : WINDOWS Original


PRIX : 185 000,00 DZD


*** Note : POSSIBILITÉ DE FACTURATION POUR LES ENTREPRISES ***
---------------------------------
•Contact :
• Email :
• Page Facebook :
• SITE Web :
•",185000,2025-03-12T10:19:17.000Z,Bab ezzouar,Intégrée,Etat neuf,LENOVO,I9 13900H,32 GO,,INTEL IRIS XE GRAPHICS,1TBGO,"14"" ",SSD
,HP probook x360 g4 ee PROMO,,1,2025-04-14T16:53:20.000Z,Baba hassen,,Etat neuf,HP,,8 GO,,,128GO,"13"" ",
A1990emc 3215,Macbook,Très bon état ,125000,2025-07-25T17:26:43.000Z,Sidi moussa,Integrée + Dédiée,Bon état,,,16 GO,,Intel uhd 630 1536 mo,512GO,"15"" ",SSD
dell inspiron 15 3000 i 5-1135G7 8GB-256GB,dell inspiron 15 3000 i 5-1135G7 8GB-256GB,"✅ Dell inspiron 13 5000 ; 89000 DA
🔸 État : 10/10

CPU : i 5-1135G7 ( 04 CORES 2.40GHz )
RAM : 08 GB 4267 MHz
SSD NVMe : 256 GB
Intel IRIS Xe Graphics 
Windows 11 64 Bits",89000,2025-02-18T11:29:57.000Z,El harrach,Intégrée,Etat neuf,dell,i 5-1135G7,8 GO,,intel uhd Graphics,256GO,"13.3"" ",SSD
16ARP9,"LENOVO LEGION SLIM 5 16ARP9 - RYZEN 7 7735HS - 16GB - 1TB SSD - 16"" WQXGA 2.5K -RTX 4070 8BG -GREY ","✅INFORMATIONS GÉNÉRALES :
✅Désignation : LENOVO LEGION SLIM 5 16ARP9 - RYZEN 7 7735HS - 16GB - 1TB SSD - 16"" WQXGA 2.5K -RTX 4070 8BG -GREY 
✅Marque : LENOVO
✅Modèle : 16ARP9

✅CARACTÉRISTIQUES GÉNÉRALES :
✅ LENOVO LEGION SLIM 5 16ARP9 – Puissance et finesse réunies
Conçu pour les gamers exigeants et les créateurs de contenu, le Lenovo Legion Slim 5 16ARP9 combine performance brute et design épuré. Équipé du processeur AMD Ryzen 7 7735HS, il offre une réactivité fulgurante et une excellente gestion multitâche.
Profitez d’un affichage exceptionnel avec son écran 16"" WQXGA (2560x1600), offrant une grande précision des détails et un confort visuel optimal, idéal pour les jeux comme pour les tâches graphiques.

✅SPÉCIFICATIONS TECHNIQUES :
✅Processeur : AMD Ryzen 7 7735HS
Au cœur de cette machine se trouve un processeur AMD Ryzen 7 7735HS, doté de 8 cœurs et 16 threads, capable de gérer les jeux les plus récents, les tâches de rendu intensif, le multitâche et les logiciels professionnels sans ralentissement. Il est parfaitement épaulé par 16 Go de mémoire DDR5, garantissant rapidité, fluidité et efficacité énergétique.

✅Mémoire : 16 Go de RAM DDR5
✅Stockage : SSD 1 To NVMe, ultra-rapide
Le SSD NVMe de 1 To assure un démarrage ultra-rapide du système et un chargement quasi instantané de vos applications et jeux, tout en offrant un large espace de stockage.

✅Carte graphique : NVIDIA GeForce RTX 4070 8 Go – des performances de haut niveau pour le gaming et le rendu 3D
Équipé de la puissante carte graphique NVIDIA GeForce RTX 4070 8 Go GDDR6, le Legion Slim 5 délivre des graphismes époustouflants en ray tracing, une fréquence d’images élevée, et une prise en charge avancée de l’IA grâce à la technologie DLSS 3. C’est le choix parfait pour jouer aux jeux AAA en haute résolution et pour les logiciels de création (Adobe, Blender, Unreal Engine, etc.).

✅Écran : 16 pouces WQXGA (2560 x 1600) – haute résolution, format 16:10
L’écran de 16 pouces WQXGA (2560 x 1600) au format 16:10 offre plus d’espace vertical, idéal pour le multitâche, la navigation web et la productivité. Avec une luminosité élevée, des couleurs fidèles (100% sRGB) et un taux de rafraîchissement élevé (jusqu’à 165 Hz selon la configuration), cet écran assure une expérience visuelle fluide et immersive aussi bien en jeu qu’en édition de contenu.

✅Design : Châssis fin et élégant en coloris gris, parfait pour allier mobilité et style
Avec son châssis en alliage d’aluminium et magnésium au coloris Storm Grey, le Legion Slim 5 affiche une élégance discrète tout en restant solide et résistant. Son profil fin (moins de 2 cm d’épaisseur) et son poids maîtrisé (environ 2,2 kg) en font un portable facilement transportable, que ce soit pour le bureau, les cours ou les LANs.

✅Refrodissement optimisé : système thermique Legion ColdFront
Le système de refroidissement avancé Legion ColdFront 5.0 permet de maintenir des performances optimales, même lors des sessions les plus intenses. Grâce à des ventilateurs à pales ultra-fines, plusieurs caloducs et des aérations bien pensées, la machine reste fraîche et silencieuse.

✅Clavier rétroéclairé : pour jouer de jour comme de nuit
Système d'exploitation : Windows 11 Home

✅Fonctionnalités supplémentaires :
• Clavier rétroéclairé RGB avec pavé numérique et touches précises
• Wi-Fi 6E et Bluetooth 5.2 pour une connectivité ultra-rapide
• Batterie longue durée avec charge rapide
• Nombreux ports : USB-C (avec Power Delivery), USB-A, HDMI, lecteur de carte SD, combo audio
• Webcam Full HD avec obturateur de confidentialité
• Système audio Nahimic 3D : immersion sonore totale en jeu et en multimédia
• Windows 11 Home ou Pro préinstallé (selon configuration)

✅ Idéal pour :
• Les gamers à la recherche de performance portable
• Les professionnels de la création visuelle (3D, montage, etc.)
• Ceux qui veulent un PC puissant sans compromis sur la finesse et l'élégance

✔️ GARANTIE 12 MOIS ✔️
",305000,2025-07-30T13:45:04.000Z,Hussein dey,Dédiée,Neuf jamais utilisé,LENOVO,AMD RYZEN 7 7735HS,16 GO,dédiée NVIDIA GeForce RTX 4070 8GB,,1000GO,"16"" ",SSD
,DELL latitude 5420,"Bonjour je mets en vente mon laptop dell latitude 5420 très bon état caba avec chargeur original 
système Windows 10 professionnel 
Prix: 115 000DA",95000,2024-10-27T19:56:07.000Z,Alger centre,Intégrée,,Intel,I7-1185G7,16 GO,,Intel iris xe graphics,256GO,"14"" ",SSD
,MICROSFT SURFACE LAPTOP 4 i7-1185G7 16GB 256GB SSD,"💻MICROSFT SURFACE LAPTOP 4💻

✔️Cpu : Processeur INTEL i7-1185G7 4,8GHz 4/8Cœur
✔️Ram : 16GB DDR4 4267MHz
✔️CARTE graphique : INTEL IRIS Xe
✔️Storage: 256GB SSD NVME
✔️ECRAN: Ecran 13,5” 2K (2256x1504)
✔️CHARGEUR ORIGINAL
✔️GARANTIE 6MOIS

✔️ETAT : 10/10

💸PRIX :98 500Da💸

📦Livraison à domicile disponible 58 wilaya 📦
💪 Paiement à la Livraison
Localisation: bab ezzouar enface USTHB
☎️☎️
📌 Instagram: : 
📌 Facebook : V2 Tech
📌 Maps 📍: V2 Tech
Soyez les bienvenus ⚡️⁩⁩⁩⁩⁩",98500,2024-12-26T09:16:39.000Z,Bab ezzouar,,Etat neuf,,,16 GO,,,256GO,"13"" ",SSD
LENOVO THINKPAD L13,"LENOVO THINKPAD L13 I5 11th 16GB 256GB SSD FHD 13"" TACTILE","Disponible chez TRETEC INFORMATIQUE Magasin de service , vente et dépannage de matériel informatique -BAB EZZOUAR-
ORDINATEUR PORTABLE Importé d’Europe ""Caba"" Très Haute Qualité et Bonne Prix Avec **GARANTIE**
------------------------------------------
• FOURNIR AVEC CHARGEUR ORIGINAL
• LIVRAISON A DOMICILE
• GARANTIE 02 MOIS + SERVICE APRES VENTE
------------------------------------
• PRODUIT : ORDINATEUR PORTABLE
• MARQUE : LENOVO
• MODELE : THINKPAD L13
-------------------------------------
CARACTERISTIQUE :
• PROCESSEUR : Intel® Core™ i5-1145G7 ""11th Génération"" 8M Cache, up to 4.40 GHz
• MEMOIRE : 16 GB
• STOCKAGE : 256 GB SSD
• ECRAN : 13"" FULL HD (1920 X 1080) TACTILE
• CARTE GRAPHIQUE INTIGREE : Intel® Iris® Xe Graphique
• CLAVIER LUMINEUX
• INTERFACES : 2 X USB 3.0 / 2 X USB TYPE C / 1 X HDMI
• WIFI + BLEUTHOOT + WEB CAM
• SYSTEM D’EXPLOITATION : WINDOWS Original


PRIX : 69 000,00 DZD


*** Note : POSSIBILITÉ DE FACTURATION POUR LES ENTREPRISES ***
---------------------------------
•Contact : 0559425599
• Email : contact@tretec-dz.com
• Page Facebook : www.facebook.com/tretec.dz
• SITE Web : www.tretec-dz.com
• https://maps.app.goo.gl/YtG9YiR813uLCYCbA",69000,2024-12-25T13:14:12.000Z,Bab ezzouar,Intégrée,Bon état,LENOVO,Intel® Core™ i5-1145G7,16 GO,,Intel® Iris® Xe Graphique,256GO,"13"" ",SSD
,MacBook Pro I9 1TB ssd 2019,,168000,2024-12-29T19:25:38.000Z,Oran,,Bon état,Macbook,I9,16 GO,,,,"16"" ",SSD
UX581LV,Asus Zenbook Duo Pro UX581LV,"Model
UX581LV
- Coloris : Bleu céleste
- Système d'exploitation :  Windows 10 Pro - ASUS recommande Windows 10 Pro aux entreprises
Mise à niveau gratuite vers Windows 11¹ dès le lancement (voir ci-dessous).
Windows 10 Famille - ASUS recommande Windows 10 Pro aux entreprises
- Processeur : Processeur Intel® Core™ i7-10750H 2.6 GHz (12M de cache, jusqu'à 5.0 GHz, 6 cœurs)

- Carte graphique : NVIDIA® GeForce® RTX 2060 6 Go GDDR6 - Intel® UHD Graphics
- Affichage : 15,6 pouces, 4K (3840 x 2160) OLED 16:9 aspect ratio, 0,2 ms de temps de réponse, 60Hz taux de rafraîchissement, 550 nits , Gamme de couleurs DCI-P3 à 100%, 1,000,000:1, Affichage certifié VESA et HDR True Black 500, 1,07 milliard de couleurs, PANTONE validé, Écran brillant, 65% moins de lumière bleue nocive, Ecran tactile, Avec support de stylet
- Affichage supplémentaire :
ScreenPad™ Plus (panneau de niveau IPS 14 pouces 3840 x 1100(4K) avec prise en charge d'un stylet)
- Mémoire RAM : 32 Go de DDR4 intégrés
- Stockage : 1To SSD Performance M.2 NVMe™ PCIe® 3.0
- Ports E/S :
2x USB 3.2 Gen 2 Type-A
1x Thunderbolt™ 3 prenant en charge l'affichage
1x HDMI 2.0a
1x 3.5mm Combo Audio Jack
Clavier & pavé tactile
Clavier chiclet rétroéclairé avec pavé numérique, 1,4 mm de course des touches, N/R, Touchpad, Support NumPad, ScreenPad™ Plus (panneau de niveau IPS 14 pouces 3840 x 1100(4K) avec prise en charge d'un stylet)
- Caméra : Caméra HD avec fonction IR pour la prise en charge de Windows Hello
- Audio : Haut-parleur intégré
Microphone réseau intégré
harman/kardon (Premium)
with Cortana voice-recognition support
- Réseau : Wi-Fi 6(802.11ax) (Dual band) 2*2 + Bluetooth® 5.3 Wireless Card
- Batterie : 71 W/h, 4S2P, 8 cellules Li-ion
- Alimentation : Ø6.0 ; Adaptateur CA 230 W ; sortie : 19,5 V CC, 11,8 A, 230 W, entrée : 100~240 V CA, 50/60 Hz universel
Poids
2.50 kg (5.51 lbs)
Dimensions (L x P x H)
35.60 x 22.50 x 2.30 ~ 2.40 cm (14.02"" x 8.86"" x 0.91"" ~ 0.94"")
35.60 x 22.40 x 2.30 ~ 2.40 cm (14.02"" x 8.82"" x 0.91"" ~ 0.94"")
Applications
MyASUS
ScreenXpert
Fonctionnalités MyASUS



",230000,2024-10-06T09:06:46.000Z,Reghaia,Integrée + Dédiée,Etat neuf,,i7,32 GO,,,1 TB SSD Nvme 3.0GO,"16"" ",SSD
ASPIRE A317,"ACER ASPIRE A317 I5-1035G7  i5 10TH 20GB 512 SSD  17.3 FULL HD""","💻 ACER ASPIRE A317 I5-1035G7  i5 10TH 20GB 512 SSD  17.3 FULL HD""💻

💠 Processeur :  Intel® Core™ i5 1035G7 10Th Génération 
💠 Mémoire vive : 20 GB DDR4
💠 Disque Dur : 512  SSD NVME 
💠 Ecran : 17.3"" Pouce FULL HD  1920X1080
💠  Graphique Intégrée : Intel UHD  Graphique 
💠 Interface : 2 USB | HDMI |RG45
💠 LECTEUR DVD RW
💠 Clavier QWERTZ
💠 Batterie EXELENTE  | chargeur original 
💠  System d'exploitation : Windows 11 Pro Original 

💰 Prix :  da 🔥🔥
---------------------------------------------------------
Pour plus d'info contactez moi 
📲Tel  :  /  
Bienvenue
Site web:  
 FACEBOOk: 
INSTAGRAM : /
🛵🛵 Livraison disponible 58 wilaya
💵Paiement à la livraison",,2024-10-15T07:40:21.000Z,Bab ezzouar,Intégrée,Etat neuf,Acer,Intel® Core™ i5 1035G7 10Th Génération,4 GO,,Intel UHD  Graphique,512GO,"17.3"" ",SSD
